218,0.357421875 0.712890625 0.08203125 0.05859375
219,0.357421875 0.712890625 0.08203125 0.05859375
220,0.357421875 0.712890625 0.08203125 0.05859375
222,0.357421875 0.712890625 0.08203125 0.05859375
223,0.357421875 0.712890625 0.08203125 0.05859375
225,0.357421875 0.712890625 0.08203125 0.05859375
227,0.357421875 0.712890625 0.08203125 0.05859375
236,0.357421875 0.712890625 0.08203125 0.05859375
237,0.357421875 0.712890625 0.08203125 0.05859375
238,0.357421875 0.712890625 0.08203125 0.05859375
239,0.357421875 0.712890625 0.08203125 0.05859375
240,0.357421875 0.712890625 0.08203125 0.05859375
242,0.357421875 0.712890625 0.08203125 0.05859375
244,0.357421875 0.712890625 0.08203125 0.05859375
249,0.357421875 0.712890625 0.08203125 0.05859375
250,0.357421875 0.712890625 0.08203125 0.05859375
251,0.357421875 0.712890625 0.08203125 0.05859375
257,0.357421875 0.712890625 0.08203125 0.05859375
259,0.357421875 0.712890625 0.08203125 0.05859375
260,0.357421875 0.712890625 0.08203125 0.05859375
261,0.357421875 0.712890625 0.08203125 0.05859375
264,0.357421875 0.712890625 0.08203125 0.05859375
266,0.357421875 0.712890625 0.08203125 0.05859375
268,0.357421875 0.712890625 0.08203125 0.05859375
269,0.357421875 0.712890625 0.08203125 0.05859375
271,0.357421875 0.712890625 0.08203125 0.05859375
272,0.357421875 0.712890625 0.08203125 0.05859375
273,0.357421875 0.712890625 0.08203125 0.05859375
277,0.357421875 0.712890625 0.08203125 0.05859375
278,0.357421875 0.712890625 0.08203125 0.05859375
280,0.357421875 0.712890625 0.08203125 0.05859375
281,0.357421875 0.712890625 0.08203125 0.05859375
284,0.357421875 0.712890625 0.08203125 0.05859375
285,0.357421875 0.712890625 0.08203125 0.05859375
287,0.357421875 0.712890625 0.08203125 0.05859375
288,0.357421875 0.712890625 0.08203125 0.05859375
293,0.357421875 0.712890625 0.08203125 0.05859375
296,0.357421875 0.712890625 0.08203125 0.05859375
298,0.357421875 0.712890625 0.08203125 0.05859375
307,0.357421875 0.712890625 0.08203125 0.05859375
309,0.357421875 0.712890625 0.08203125 0.05859375
311,0.357421875 0.712890625 0.08203125 0.05859375
312,0.357421875 0.712890625 0.08203125 0.05859375
314,0.357421875 0.712890625 0.08203125 0.05859375
315,0.357421875 0.712890625 0.08203125 0.05859375
316,0.357421875 0.712890625 0.08203125 0.05859375
318,0.357421875 0.712890625 0.08203125 0.05859375
321,0.357421875 0.712890625 0.08203125 0.05859375
323,0.357421875 0.712890625 0.08203125 0.05859375
326,0.357421875 0.712890625 0.08203125 0.05859375
327,0.357421875 0.712890625 0.08203125 0.05859375
330,0.357421875 0.712890625 0.08203125 0.05859375
331,0.357421875 0.712890625 0.08203125 0.05859375
335,0.357421875 0.712890625 0.08203125 0.05859375
338,0.357421875 0.712890625 0.08203125 0.05859375
339,0.357421875 0.712890625 0.08203125 0.05859375
341,0.357421875 0.712890625 0.08203125 0.05859375
342,0.357421875 0.712890625 0.08203125 0.05859375
343,0.357421875 0.712890625 0.08203125 0.05859375
345,0.357421875 0.712890625 0.08203125 0.05859375
346,0.357421875 0.712890625 0.08203125 0.05859375
352,0.357421875 0.712890625 0.08203125 0.05859375
353,0.357421875 0.712890625 0.08203125 0.05859375
356,0.357421875 0.712890625 0.08203125 0.05859375
364,0.357421875 0.712890625 0.08203125 0.05859375
365,0.357421875 0.712890625 0.08203125 0.05859375
367,0.357421875 0.712890625 0.08203125 0.05859375
368,0.357421875 0.712890625 0.08203125 0.05859375
370,0.357421875 0.712890625 0.08203125 0.05859375
373,0.357421875 0.712890625 0.08203125 0.05859375
374,0.357421875 0.712890625 0.08203125 0.05859375
378,0.357421875 0.712890625 0.08203125 0.05859375
379,0.357421875 0.712890625 0.08203125 0.05859375
385,0.357421875 0.712890625 0.08203125 0.05859375
386,0.357421875 0.712890625 0.08203125 0.05859375
387,0.357421875 0.712890625 0.08203125 0.05859375
388,0.357421875 0.712890625 0.08203125 0.05859375
390,0.357421875 0.712890625 0.08203125 0.05859375
391,0.357421875 0.712890625 0.08203125 0.05859375
392,0.357421875 0.712890625 0.08203125 0.05859375
393,0.357421875 0.712890625 0.08203125 0.05859375
397,0.357421875 0.712890625 0.08203125 0.05859375
398,0.357421875 0.712890625 0.08203125 0.05859375
401,0.357421875 0.712890625 0.08203125 0.05859375
404,0.357421875 0.712890625 0.08203125 0.05859375
405,0.357421875 0.712890625 0.08203125 0.05859375
408,0.357421875 0.712890625 0.08203125 0.05859375
410,0.357421875 0.712890625 0.08203125 0.05859375
412,0.357421875 0.712890625 0.08203125 0.05859375
413,0.357421875 0.712890625 0.08203125 0.05859375
415,0.357421875 0.712890625 0.08203125 0.05859375
416,0.357421875 0.712890625 0.08203125 0.05859375
417,0.357421875 0.712890625 0.08203125 0.05859375
419,0.357421875 0.712890625 0.08203125 0.05859375
422,0.357421875 0.712890625 0.08203125 0.05859375
423,0.357421875 0.712890625 0.08203125 0.05859375
424,0.357421875 0.712890625 0.08203125 0.05859375
425,0.357421875 0.712890625 0.08203125 0.05859375
429,0.357421875 0.712890625 0.08203125 0.05859375
430,0.357421875 0.712890625 0.08203125 0.05859375
432,0.357421875 0.712890625 0.08203125 0.05859375
434,0.357421875 0.712890625 0.08203125 0.05859375
437,0.357421875 0.712890625 0.08203125 0.05859375
438,0.357421875 0.712890625 0.08203125 0.05859375
440,0.357421875 0.712890625 0.08203125 0.05859375
446,0.357421875 0.712890625 0.08203125 0.05859375
450,0.357421875 0.712890625 0.08203125 0.05859375
453,0.357421875 0.712890625 0.08203125 0.05859375
456,0.357421875 0.712890625 0.08203125 0.05859375
461,0.357421875 0.712890625 0.08203125 0.05859375
464,0.357421875 0.712890625 0.08203125 0.05859375
467,0.357421875 0.712890625 0.08203125 0.05859375
472,0.357421875 0.712890625 0.08203125 0.05859375
474,0.357421875 0.712890625 0.08203125 0.05859375
476,0.357421875 0.712890625 0.08203125 0.05859375
477,0.357421875 0.712890625 0.08203125 0.05859375
479,0.357421875 0.712890625 0.08203125 0.05859375
485,0.357421875 0.712890625 0.08203125 0.05859375
486,0.357421875 0.712890625 0.08203125 0.05859375
489,0.357421875 0.712890625 0.08203125 0.05859375
492,0.357421875 0.712890625 0.08203125 0.05859375
495,0.357421875 0.712890625 0.08203125 0.05859375
496,0.357421875 0.712890625 0.08203125 0.05859375
497,0.357421875 0.712890625 0.08203125 0.05859375
501,0.357421875 0.712890625 0.08203125 0.05859375
505,0.357421875 0.712890625 0.08203125 0.05859375
506,0.357421875 0.712890625 0.08203125 0.05859375
508,0.357421875 0.712890625 0.08203125 0.05859375
510,0.357421875 0.712890625 0.08203125 0.05859375
512,0.357421875 0.712890625 0.08203125 0.05859375
513,0.357421875 0.712890625 0.08203125 0.05859375
515,0.357421875 0.712890625 0.08203125 0.05859375
520,0.357421875 0.712890625 0.08203125 0.05859375
522,0.357421875 0.712890625 0.08203125 0.05859375
523,0.357421875 0.712890625 0.08203125 0.05859375
527,0.357421875 0.712890625 0.08203125 0.05859375
532,0.357421875 0.712890625 0.08203125 0.05859375
533,0.357421875 0.712890625 0.08203125 0.05859375
534,0.357421875 0.712890625 0.08203125 0.05859375
539,0.357421875 0.712890625 0.08203125 0.05859375
540,0.357421875 0.712890625 0.08203125 0.05859375
541,0.357421875 0.712890625 0.08203125 0.05859375
545,0.357421875 0.712890625 0.08203125 0.05859375
547,0.357421875 0.712890625 0.08203125 0.05859375
550,0.357421875 0.712890625 0.08203125 0.05859375
553,0.357421875 0.712890625 0.08203125 0.05859375
557,0.357421875 0.712890625 0.08203125 0.05859375
558,0.357421875 0.712890625 0.08203125 0.05859375
562,0.357421875 0.712890625 0.08203125 0.05859375
565,0.357421875 0.712890625 0.08203125 0.05859375
566,0.357421875 0.712890625 0.08203125 0.05859375
567,0.357421875 0.712890625 0.08203125 0.05859375
568,0.357421875 0.712890625 0.08203125 0.05859375
569,0.357421875 0.712890625 0.08203125 0.05859375
570,0.357421875 0.712890625 0.08203125 0.05859375
572,0.357421875 0.712890625 0.08203125 0.05859375
573,0.357421875 0.712890625 0.08203125 0.05859375
575,0.357421875 0.712890625 0.08203125 0.05859375
578,0.357421875 0.712890625 0.08203125 0.05859375
579,0.357421875 0.712890625 0.08203125 0.05859375
582,0.357421875 0.712890625 0.08203125 0.05859375
587,0.357421875 0.712890625 0.08203125 0.05859375
589,0.357421875 0.712890625 0.08203125 0.05859375
592,0.357421875 0.712890625 0.08203125 0.05859375
594,0.357421875 0.712890625 0.08203125 0.05859375
595,0.357421875 0.712890625 0.08203125 0.05859375
596,0.357421875 0.712890625 0.08203125 0.05859375
598,0.357421875 0.712890625 0.08203125 0.05859375
599,0.357421875 0.712890625 0.08203125 0.05859375
601,0.357421875 0.712890625 0.08203125 0.05859375
602,0.357421875 0.712890625 0.08203125 0.05859375
604,0.357421875 0.712890625 0.08203125 0.05859375
605,0.357421875 0.712890625 0.08203125 0.05859375
609,0.357421875 0.712890625 0.08203125 0.05859375
610,0.357421875 0.712890625 0.08203125 0.05859375
611,0.357421875 0.712890625 0.08203125 0.05859375
612,0.357421875 0.712890625 0.08203125 0.05859375
614,0.357421875 0.712890625 0.08203125 0.05859375
615,0.357421875 0.712890625 0.08203125 0.05859375
616,0.357421875 0.712890625 0.08203125 0.05859375
617,0.357421875 0.712890625 0.08203125 0.05859375
618,0.357421875 0.712890625 0.08203125 0.05859375
621,0.357421875 0.712890625 0.08203125 0.05859375
625,0.357421875 0.712890625 0.08203125 0.05859375
626,0.357421875 0.712890625 0.08203125 0.05859375
628,0.357421875 0.712890625 0.08203125 0.05859375
635,0.357421875 0.712890625 0.08203125 0.05859375
636,0.357421875 0.712890625 0.08203125 0.05859375
640,0.357421875 0.712890625 0.08203125 0.05859375
641,0.357421875 0.712890625 0.08203125 0.05859375
644,0.357421875 0.712890625 0.08203125 0.05859375
645,0.357421875 0.712890625 0.08203125 0.05859375
646,0.357421875 0.712890625 0.08203125 0.05859375
648,0.357421875 0.712890625 0.08203125 0.05859375
649,0.357421875 0.712890625 0.08203125 0.05859375
650,0.357421875 0.712890625 0.08203125 0.05859375
652,0.357421875 0.712890625 0.08203125 0.05859375
653,0.357421875 0.712890625 0.08203125 0.05859375
654,0.357421875 0.712890625 0.08203125 0.05859375
655,0.357421875 0.712890625 0.08203125 0.05859375
656,0.357421875 0.712890625 0.08203125 0.05859375
658,0.357421875 0.712890625 0.08203125 0.05859375
660,0.357421875 0.712890625 0.08203125 0.05859375
664,0.357421875 0.712890625 0.08203125 0.05859375
670,0.357421875 0.712890625 0.08203125 0.05859375
671,0.357421875 0.712890625 0.08203125 0.05859375
673,0.357421875 0.712890625 0.08203125 0.05859375
675,0.357421875 0.712890625 0.08203125 0.05859375
676,0.357421875 0.712890625 0.08203125 0.05859375
679,0.357421875 0.712890625 0.08203125 0.05859375
681,0.357421875 0.712890625 0.08203125 0.05859375
682,0.357421875 0.712890625 0.08203125 0.05859375
683,0.357421875 0.712890625 0.08203125 0.05859375
684,0.357421875 0.712890625 0.08203125 0.05859375
686,0.357421875 0.712890625 0.08203125 0.05859375
687,0.357421875 0.712890625 0.08203125 0.05859375
689,0.357421875 0.712890625 0.08203125 0.05859375
690,0.357421875 0.712890625 0.08203125 0.05859375
691,0.357421875 0.712890625 0.08203125 0.05859375
692,0.357421875 0.712890625 0.08203125 0.05859375
695,0.357421875 0.712890625 0.08203125 0.05859375
697,0.357421875 0.712890625 0.08203125 0.05859375
698,0.357421875 0.712890625 0.08203125 0.05859375
700,0.357421875 0.712890625 0.08203125 0.05859375
705,0.357421875 0.712890625 0.08203125 0.05859375
706,0.357421875 0.712890625 0.08203125 0.05859375
707,0.357421875 0.712890625 0.08203125 0.05859375
708,0.357421875 0.712890625 0.08203125 0.05859375
709,0.357421875 0.712890625 0.08203125 0.05859375
710,0.357421875 0.712890625 0.08203125 0.05859375
713,0.357421875 0.712890625 0.08203125 0.05859375
716,0.357421875 0.712890625 0.08203125 0.05859375
717,0.357421875 0.712890625 0.08203125 0.05859375
721,0.357421875 0.712890625 0.08203125 0.05859375
722,0.357421875 0.712890625 0.08203125 0.05859375
727,0.357421875 0.712890625 0.08203125 0.05859375
728,0.357421875 0.712890625 0.08203125 0.05859375
729,0.357421875 0.712890625 0.08203125 0.05859375
731,0.357421875 0.712890625 0.08203125 0.05859375
733,0.357421875 0.712890625 0.08203125 0.05859375
737,0.357421875 0.712890625 0.08203125 0.05859375
740,0.357421875 0.712890625 0.08203125 0.05859375
744,0.357421875 0.712890625 0.08203125 0.05859375
746,0.357421875 0.712890625 0.08203125 0.05859375
748,0.357421875 0.712890625 0.08203125 0.05859375
749,0.357421875 0.712890625 0.08203125 0.05859375
753,0.357421875 0.712890625 0.08203125 0.05859375
756,0.357421875 0.712890625 0.08203125 0.05859375
758,0.357421875 0.712890625 0.08203125 0.05859375
759,0.357421875 0.712890625 0.08203125 0.05859375
760,0.357421875 0.712890625 0.08203125 0.05859375
761,0.357421875 0.712890625 0.08203125 0.05859375
763,0.357421875 0.712890625 0.08203125 0.05859375
766,0.357421875 0.712890625 0.08203125 0.05859375
769,0.357421875 0.712890625 0.08203125 0.05859375
770,0.357421875 0.712890625 0.08203125 0.05859375
771,0.357421875 0.712890625 0.08203125 0.05859375
774,0.357421875 0.712890625 0.08203125 0.05859375
775,0.357421875 0.712890625 0.08203125 0.05859375
779,0.357421875 0.712890625 0.08203125 0.05859375
780,0.357421875 0.712890625 0.08203125 0.05859375
781,0.357421875 0.712890625 0.08203125 0.05859375
786,0.357421875 0.712890625 0.08203125 0.05859375
787,0.357421875 0.712890625 0.08203125 0.05859375
788,0.357421875 0.712890625 0.08203125 0.05859375
789,0.357421875 0.712890625 0.08203125 0.05859375
793,0.357421875 0.712890625 0.08203125 0.05859375
795,0.357421875 0.712890625 0.08203125 0.05859375
796,0.357421875 0.712890625 0.08203125 0.05859375
798,0.357421875 0.712890625 0.08203125 0.05859375
801,0.357421875 0.712890625 0.08203125 0.05859375
803,0.357421875 0.712890625 0.08203125 0.05859375
805,0.357421875 0.712890625 0.08203125 0.05859375
811,0.357421875 0.712890625 0.08203125 0.05859375
813,0.357421875 0.712890625 0.08203125 0.05859375
814,0.357421875 0.712890625 0.08203125 0.05859375
816,0.357421875 0.712890625 0.08203125 0.05859375
817,0.357421875 0.712890625 0.08203125 0.05859375
818,0.357421875 0.712890625 0.08203125 0.05859375
819,0.357421875 0.712890625 0.08203125 0.05859375
822,0.357421875 0.712890625 0.08203125 0.05859375
823,0.357421875 0.712890625 0.08203125 0.05859375
824,0.357421875 0.712890625 0.08203125 0.05859375
826,0.357421875 0.712890625 0.08203125 0.05859375
828,0.357421875 0.712890625 0.08203125 0.05859375
829,0.357421875 0.712890625 0.08203125 0.05859375
830,0.357421875 0.712890625 0.08203125 0.05859375
833,0.357421875 0.712890625 0.08203125 0.05859375
834,0.357421875 0.712890625 0.08203125 0.05859375
840,0.357421875 0.712890625 0.08203125 0.05859375
842,0.357421875 0.712890625 0.08203125 0.05859375
844,0.357421875 0.712890625 0.08203125 0.05859375
845,0.357421875 0.712890625 0.08203125 0.05859375
850,0.357421875 0.712890625 0.08203125 0.05859375
856,0.357421875 0.712890625 0.08203125 0.05859375
857,0.357421875 0.712890625 0.08203125 0.05859375
863,0.357421875 0.712890625 0.08203125 0.05859375
864,0.357421875 0.712890625 0.08203125 0.05859375
869,0.357421875 0.712890625 0.08203125 0.05859375
870,0.357421875 0.712890625 0.08203125 0.05859375
874,0.357421875 0.712890625 0.08203125 0.05859375
875,0.357421875 0.712890625 0.08203125 0.05859375
877,0.357421875 0.712890625 0.08203125 0.05859375
879,0.357421875 0.712890625 0.08203125 0.05859375
880,0.357421875 0.712890625 0.08203125 0.05859375
881,0.357421875 0.712890625 0.08203125 0.05859375
884,0.357421875 0.712890625 0.08203125 0.05859375
885,0.357421875 0.712890625 0.08203125 0.05859375
887,0.357421875 0.712890625 0.08203125 0.05859375
889,0.357421875 0.712890625 0.08203125 0.05859375
890,0.357421875 0.712890625 0.08203125 0.05859375
893,0.357421875 0.712890625 0.08203125 0.05859375
894,0.357421875 0.712890625 0.08203125 0.05859375
895,0.357421875 0.712890625 0.08203125 0.05859375
896,0.357421875 0.712890625 0.08203125 0.05859375
897,0.357421875 0.712890625 0.08203125 0.05859375
901,0.357421875 0.712890625 0.08203125 0.05859375
905,0.357421875 0.712890625 0.08203125 0.05859375
906,0.357421875 0.712890625 0.08203125 0.05859375
909,0.357421875 0.712890625 0.08203125 0.05859375
912,0.357421875 0.712890625 0.08203125 0.05859375
915,0.357421875 0.712890625 0.08203125 0.05859375
916,0.357421875 0.712890625 0.08203125 0.05859375
918,0.357421875 0.712890625 0.08203125 0.05859375
920,0.357421875 0.712890625 0.08203125 0.05859375
926,0.357421875 0.712890625 0.08203125 0.05859375
928,0.357421875 0.712890625 0.08203125 0.05859375
929,0.357421875 0.712890625 0.08203125 0.05859375
930,0.357421875 0.712890625 0.08203125 0.05859375
931,0.357421875 0.712890625 0.08203125 0.05859375
932,0.357421875 0.712890625 0.08203125 0.05859375
933,0.357421875 0.712890625 0.08203125 0.05859375
934,0.357421875 0.712890625 0.08203125 0.05859375
935,0.357421875 0.712890625 0.08203125 0.05859375
936,0.357421875 0.712890625 0.08203125 0.05859375
937,0.357421875 0.712890625 0.08203125 0.05859375
940,0.357421875 0.712890625 0.08203125 0.05859375
942,0.357421875 0.712890625 0.08203125 0.05859375
943,0.357421875 0.712890625 0.08203125 0.05859375
944,0.357421875 0.712890625 0.08203125 0.05859375
945,0.357421875 0.712890625 0.08203125 0.05859375
948,0.357421875 0.712890625 0.08203125 0.05859375
950,0.357421875 0.712890625 0.08203125 0.05859375
952,0.357421875 0.712890625 0.08203125 0.05859375
953,0.357421875 0.712890625 0.08203125 0.05859375
957,0.357421875 0.712890625 0.08203125 0.05859375
959,0.357421875 0.712890625 0.08203125 0.05859375
960,0.357421875 0.712890625 0.08203125 0.05859375
962,0.357421875 0.712890625 0.08203125 0.05859375
969,0.357421875 0.712890625 0.08203125 0.05859375
972,0.357421875 0.712890625 0.08203125 0.05859375
973,0.357421875 0.712890625 0.08203125 0.05859375
975,0.357421875 0.712890625 0.08203125 0.05859375
978,0.357421875 0.712890625 0.08203125 0.05859375
979,0.357421875 0.712890625 0.08203125 0.05859375
980,0.357421875 0.712890625 0.08203125 0.05859375
981,0.357421875 0.712890625 0.08203125 0.05859375
982,0.357421875 0.712890625 0.08203125 0.05859375
984,0.357421875 0.712890625 0.08203125 0.05859375
987,0.357421875 0.712890625 0.08203125 0.05859375
988,0.357421875 0.712890625 0.08203125 0.05859375
990,0.357421875 0.712890625 0.08203125 0.05859375
991,0.357421875 0.712890625 0.08203125 0.05859375
993,0.357421875 0.712890625 0.08203125 0.05859375
995,0.357421875 0.712890625 0.08203125 0.05859375
998,0.357421875 0.712890625 0.08203125 0.05859375
999,0.357421875 0.712890625 0.08203125 0.05859375
1000,0.357421875 0.712890625 0.08203125 0.05859375
1002,0.357421875 0.712890625 0.08203125 0.05859375
1005,0.357421875 0.712890625 0.08203125 0.05859375
1008,0.357421875 0.712890625 0.08203125 0.05859375
1011,0.357421875 0.712890625 0.08203125 0.05859375
1013,0.357421875 0.712890625 0.08203125 0.05859375
1014,0.357421875 0.712890625 0.08203125 0.05859375
1016,0.357421875 0.712890625 0.08203125 0.05859375
1017,0.357421875 0.712890625 0.08203125 0.05859375
1018,0.357421875 0.712890625 0.08203125 0.05859375
1019,0.357421875 0.712890625 0.08203125 0.05859375
1021,0.357421875 0.712890625 0.08203125 0.05859375
1023,0.357421875 0.712890625 0.08203125 0.05859375
1027,0.357421875 0.712890625 0.08203125 0.05859375
1033,0.357421875 0.712890625 0.08203125 0.05859375
1034,0.357421875 0.712890625 0.08203125 0.05859375
1035,0.357421875 0.712890625 0.08203125 0.05859375
1037,0.357421875 0.712890625 0.08203125 0.05859375
1038,0.357421875 0.712890625 0.08203125 0.05859375
1039,0.357421875 0.712890625 0.08203125 0.05859375
1040,0.357421875 0.712890625 0.08203125 0.05859375
1041,0.357421875 0.712890625 0.08203125 0.05859375
1045,0.357421875 0.712890625 0.08203125 0.05859375
1046,0.357421875 0.712890625 0.08203125 0.05859375
1047,0.357421875 0.712890625 0.08203125 0.05859375
1050,0.357421875 0.712890625 0.08203125 0.05859375
1056,0.357421875 0.712890625 0.08203125 0.05859375
1058,0.357421875 0.712890625 0.08203125 0.05859375
1060,0.357421875 0.712890625 0.08203125 0.05859375
1063,0.357421875 0.712890625 0.08203125 0.05859375
1064,0.357421875 0.712890625 0.08203125 0.05859375
1065,0.357421875 0.712890625 0.08203125 0.05859375
1067,0.357421875 0.712890625 0.08203125 0.05859375
1068,0.357421875 0.712890625 0.08203125 0.05859375
1069,0.357421875 0.712890625 0.08203125 0.05859375
1074,0.357421875 0.712890625 0.08203125 0.05859375
1076,0.357421875 0.712890625 0.08203125 0.05859375
1078,0.357421875 0.712890625 0.08203125 0.05859375
1081,0.357421875 0.712890625 0.08203125 0.05859375
1087,0.357421875 0.712890625 0.08203125 0.05859375
1090,0.357421875 0.712890625 0.08203125 0.05859375
1091,0.357421875 0.712890625 0.08203125 0.05859375
1093,0.357421875 0.712890625 0.08203125 0.05859375
1095,0.357421875 0.712890625 0.08203125 0.05859375
1096,0.357421875 0.712890625 0.08203125 0.05859375
1097,0.357421875 0.712890625 0.08203125 0.05859375
1098,0.357421875 0.712890625 0.08203125 0.05859375
1099,0.357421875 0.712890625 0.08203125 0.05859375
1102,0.357421875 0.712890625 0.08203125 0.05859375
1106,0.357421875 0.712890625 0.08203125 0.05859375
1107,0.357421875 0.712890625 0.08203125 0.05859375
1109,0.357421875 0.712890625 0.08203125 0.05859375
1111,0.357421875 0.712890625 0.08203125 0.05859375
1114,0.357421875 0.712890625 0.08203125 0.05859375
1119,0.357421875 0.712890625 0.08203125 0.05859375
1120,0.357421875 0.712890625 0.08203125 0.05859375
1121,0.357421875 0.712890625 0.08203125 0.05859375
1122,0.357421875 0.712890625 0.08203125 0.05859375
1128,0.357421875 0.712890625 0.08203125 0.05859375
1130,0.357421875 0.712890625 0.08203125 0.05859375
1133,0.357421875 0.712890625 0.08203125 0.05859375
1134,0.357421875 0.712890625 0.08203125 0.05859375
1136,0.357421875 0.712890625 0.08203125 0.05859375
1137,0.357421875 0.712890625 0.08203125 0.05859375
1140,0.357421875 0.712890625 0.08203125 0.05859375
1141,0.357421875 0.712890625 0.08203125 0.05859375
